;FTSE UK Dividend+ Index;MSCI EM Emerging Markets High Dividend Yield Gross Total Return USD Index;FTSE 100 Total Return Index GBP;MSCI Daily TR Gross EM USD;MSCI United Kingdom High Dividend Yield Gross Total Return USD Index;MSCI UK Gross Total Return USD Index;MSCI Japan High Dividend Yield Gross Total Return USD;MSCI Daily TR Gross Europe Ex UK USD;MSCI USA Hdy Gross Total Return USD Index;MSCI Daily TR Gross USA USD;MSCI World HIGH DIVIDEND YIELD Gross Total Return Total Return USD Index;MSCI Daily TR Gross USA USD;MSCI World HIGH DIVIDEND YIELD Gross Total Return Total Return USD Index;MSCI Daily TR Gross World USD;S&P Europe 350 Dividends Aristocrats Total Return Index;S&P Europe 350 Gross Total Return Index;S&P/JPX Dividend Aristocrats Total Return Index;S&P 500 Dividend Aristocrats Total Return Index;S&P 500 Total Return Index;Topix Total Return Index JPY;S&P South Africa Dividend Aristocrats Index ZAR Gross TR;FTSE/JSE Africa All Share Index;FTSE/JSE Dividend+ Index Total Return Index
2019/02/18 00:00;2503,05;9942,7;6406,43;2323,691;1993,93;8348,533;3102,35;9712,541;4148,34;11498,45;2029,39;11498,45;2029,39;8571,02;332,907;2878,81;249,65;#N/A;#N/A;2383,86;3883,215;55259,98;439,34
2019/02/15 00:00;2497,77;9868,14;6421,7;2310,03;1980,32;8315,05;3061,7;9650,315;4148,34;11498,45;2023,53;11498,45;2023,53;8545,97;331,868;2874,41;245,57;2630,923;5533,27;2347,1;3840,939;54628,41;435,84
2019/02/14 00:00;2499,91;9909;6386,5;2329,133;1957,6;8224,968;3086,51;9518,268;4095,44;11374,71;2003,03;11374,71;2003,03;8466,94;329,471;2833,86;247,25;2593,063;5473,33;2365,73;3831,716;54527,11;435,56
2019/02/13 00:00;2519,3;9972,25;6364,4;2334,981;1974,69;8259,237;3074,66;9550,851;4112,88;11400,14;2007,91;11400,14;2007,91;8484,8;329,326;2840,1;245,94;2609,122;5485,97;2365,02;3880,107;54543,22;437,53
2019/02/12 00:00;2501,04;9993,15;6312,37;2335,626;1955,32;8193,113;3058,15;9515,692;4097,26;11366,46;2000,52;11366,46;2000,52;8452,07;327,47;2822,82;244,07;2598,83;5468,98;2340,12;3844,444;53960,51;432,55
2019/02/11 00:00;2535,35;9939,7;6308,8;2320,426;1962,9;8175,596;3004,73;9436,095;4050,15;11219,77;1985,74;11219,77;1985,74;8354,45;327,264;2811,41;#N/A;2560,719;5399;#N/A;3794,308;53409,14;425,77
2019/02/08 00:00;2515,36;9969,4;6257,54;2321,439;1953,92;8162,378;3023,07;9391,83;4048,84;11210,96;1985,98;11210,96;1985,98;8350;324,628;2788,07;239,51;2551,385;5395,12;2290,73;3796,289;53244,18;427,55
2019/02/07 00:00;2529,79;10001,83;6277,36;2334,736;1959,14;8207,794;3091,38;9475,967;4038,24;11199,62;1987,4;11199,62;1987,4;8374,75;325,548;2801,69;243,99;2548,827;5389,69;2334,81;3826,14;53888,85;428,67
2019/02/06 00:00;2574,48;10060,05;6347,31;2349,208;1992,16;8289,663;3118,18;9661,059;4064,9;11300,23;2003,87;11300,23;2003,87;8457,33;327,956;2843,5;246,48;2553,366;5439,8;2354,3;3880,966;54574,28;434,86
2019/02/05 00:00;2567,92;10086,36;6351,1;2356,819;1986,22;8281,698;3120,55;9681,099;4055,63;11324,73;2005,09;11324,73;2005,09;8474,33;328,717;2840,57;247,34;2555,976;5451,4;2355,42;3863,2;54209,41;433,8
2019/02/04 00:00;2544,74;10067,38;6224,34;2348,18;1976,64;8206,137;3120,69;9545,066;4045,99;11270,88;1996,16;11270,88;1996,16;8418,11;323,684;2797,82;248,03;2549,035;5425,8;2353,12;3813,435;53391,83;428,58
2019/02/01 00:00;2543,88;10126,92;6212,04;2352,998;1982,77;8198,233;3122,11;9585,762;4035,06;11195,03;1997,34;11195,03;1997,34;8384,07;322,662;2797,03;244,51;2532,196;5389,19;2328,26;3889,409;53930,14;437,95
2019/01/31 00:00;2521,56;10131,5;6166,58;2352,28;1975,83;8177,576;3158,69;9561,893;4018,19;11180,3;1991,9;11180,3;1991,9;8379,03;321,183;2789,85;245,33;2527,21812;5383,63;2332,52;3891,451;54156,75;438,16
2019/01/30 00:00;2529,99;10017,13;6142,49;2322,469;1967,72;8090,181;3115,27;9525,469;3986,16;11080,76;1970,15;11080,76;1970,15;8304,55;321,358;2784,66;243,45;2501,968;5336,6;2307,62;3864,288;54131,67;434,01
2019/01/29 00:00;2503,35;9965,84;6047,19;2307,048;1957,26;8010,375;3126,2;9493,511;3957,09;10908,4;1960,75;10908,4;1960,75;8215,35;318,737;2771,82;244,6;2488,197;5254,31;2317,03;3921,995;54387,7;435,76
2019/01/28 00:00;2474,87;9943,72;5970,36;2303,252;1939,3;7913,931;3141,41;9455,035;3939,19;10926,21;1952,02;10926,21;1952,02;8213,52;315,416;2750,57;243,29;2472,461;5261,88;2314,51;3893,177;53767,47;429,83
2019/01/25 00:00;2486,71;9959,69;6025,33;2312,833;1953,59;7997,339;3149,51;9501,381;3957,88;11010,89;1961,16;11010,89;1961,16;8265,86;317,23;2777;245,49;2480,247;5303,51;2330,25;3946,77;54050,23;432,03
2019/01/24 00:00;2489,98;9851,08;6033,94;2283,798;1943,64;7933,605;3114,06;9400,936;3953,81;10913,45;1953,81;10913,45;1953,81;8188,78;317,453;2762,39;244,23;2470,056;5258,69;2310,17;3933,607;53639,09;430,91
2019/01/23 00:00;2486,34;9787,11;6055,11;2266,065;1953,72;7972,499;3096,67;9381,469;3960,54;10896,37;1961,49;10896,37;1961,49;8175,86;317,798;2754,99;242,53;2480,439;5251,29;2301,88;3929,464;53915,15;432,87
2019/01/22 00:00;2489,32;9753,31;6106,88;2263,925;1947,86;7977,413;3115,18;9363,966;3940,64;10874,46;1954,72;10874,46;1954,72;8170,19;317,65;2756,62;244,45;2479,743;5239,75;2315,87;3922,923;54078,37;430,41
2019/01/21 00:00;2503,3;9784,38;6168,12;2281,434;1946,88;8018,271;3130,35;9411,483;3982,77;11029,93;1966,67;11029,93;1966,67;8260,57;317,598;2768,65;245,58;#N/A;#N/A;2330,66;3913,727;54139,05;430,28
2019/01/18 00:00;2511,73;9787,83;6166,12;2280,385;1950,82;8022,001;3101,57;9435,681;3982,77;11029,93;1966,95;11029,93;1966,95;8260,18;318,276;2773,87;244,31;2514,825;5314,78;2317,6;3912,475;53731,5;431,23
2019/01/17 00:00;2468,49;9716,91;6048,07;2260,193;1911,86;7869,839;3087,1;9282,531;3927,45;10888,47;1944,14;10888,47;1944,14;8156,22;314,235;2725,36;242,09;2472,375;5245,48;2296,18;3895,038;53436,21;429,36
2019/01/16 00:00;2469,17;9750,87;6070,06;2261,064;1909,86;7868,125;3093,06;9295,344;3891,49;10804,53;1937,08;10804,53;1937,08;8117,91;311,446;2721,88;240,8;2449,974;5205,45;2288,1;3965,57;53786,74;436,69
2019/01/15 00:00;2451,75;9721,25;6098,67;2251,477;1887,65;7874,322;3106,46;9276,975;3899,28;10778,05;1940,69;10778,05;1940,69;8105,86;311,264;2711,42;241,37;2450,04;5193,78;2295,47;3922,472;53533,54;434,38
2019/01/14 00:00;2452,37;9654,51;6063,29;2223,687;1900,43;7891,468;3087,06;9263,337;3873,86;10664,12;1931,48;10664,12;1931,48;8041,81;309,959;2697,4;#N/A;2438,14;5138,58;#N/A;3918,88;53485,59;434,1
2019/01/11 00:00;2466,24;9709,3;6119,15;2242,513;1900,33;7910,158;3084,5;9325,244;3903;10721,22;1943,01;10721,22;1943,01;8078,32;312,704;2713,71;240,07;2451,323;5165,15;2276,14;3929,083;53653,38;435,43
2019/01/10 00:00;2454,26;9666,75;6140,99;2237,05;1884,87;7906,671;3064,12;9367,824;3895,39;10722,69;1939,88;10722,69;1939,88;8080,47;312,237;2710,17;239,29;2456,123;5165,89;2264,65;3899,502;53271,02;429,94
2019/01/09 00:00;2444,7;9608,05;6108,93;2227,488;1878,99;7842,759;3069,33;9337,768;3878,58;10673,17;1933,1;10673,17;1933,1;8051,66;310,406;2701;240,5;2438,407;5142,66;2284,15;3855,65;53222,89;428,37
2019/01/08 00:00;2416,32;9467,93;6069,1;2185,067;1853,89;7787,687;3025,84;9218,645;3885,36;10623,83;1928,13;10623,83;1928,13;7987,24;308,623;2686,71;238,65;2434,818;5120,04;2259,33;3800,064;52165,47;421,98
2019/01/07 00:00;2398,6;9513,59;6024,24;2190,227;1849,53;7754,93;3011,74;9150,645;3852,26;10519,09;1914,57;10519,09;1914,57;7920,98;305,257;2663,88;237,71;2411,881;5070,76;2250,55;3793,658;51959,3;422,6
2019/01/04 00:00;2390,85;9394,52;6047,71;2161,08;1848,3;7755,565;2937,96;9124,012;3838,73;10441,43;1908,12;10441,43;1908,12;7856,69;305,903;2673,18;231,93;2399,993;5035,45;2188,99;3811,718;52202,95;423,34
2019/01/03 00:00;2347,49;9272,44;5919,68;2126,602;1801,82;7522,644;2998,33;8862,721;3727,7;10092,81;1865,19;10092,81;1865,19;7646,24;298,451;2600,27;#N/A;2337,855;4868,3;#N/A;3770,729;51669,94;419,5
2019/01/02 00:00;2349,13;9266,81;5955,76;2140,418;1800,71;7562,887;2950,87;8916,141;3808,93;10341,87;1878,49;10341,87;1878,49;7760,37;301,135;2621,73;#N/A;2382,053;4990,56;#N/A;3734,34;51264,06;415,34
2019/01/01 00:00;2340,87;9403,36;#N/A;2163,344;1815,56;7636,319;2939,57;8983,784;3811,42;10330,72;1883,7;10330,72;1883,7;7771,81;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2018/12/31 00:00;2340,87;9402,84;5950,36;2162,749;1815,56;7636,319;2939,57;8983,784;3811,42;10330,72;1883,66;10330,72;1883,66;7771,71;301,562;2625,92;#N/A;2397,043;4984,22;#N/A;3831,528;52736,86;428,38
2018/12/28 00:00;2345,07;9344,61;5955,53;2155,69;1816,42;7614,869;2920,8;8944,795;3779,37;10241,45;1873,81;10241,45;1873,81;7716,89;299,78;2615,94;233,56;2378,528;4941,61;2223,11;3809,383;52444,89;423,74
2018/12/27 00:00;2288,7;9238,09;5823,49;2132,57;1767,43;7417,431;2911,87;8755,938;3781,21;10250,69;1859,61;10250,69;1859,61;7680,5;294,065;2561,97;234,38;2380,97571;4946,94;2234,33;3737,671;51551,71;415,82
2018/12/26 00:00;#N/A;9177,48;#N/A;2123,056;1799,51;7551,091;2807,32;8896,46;3741,63;10163,6;1856,78;10163,6;1856,78;7631,36;#N/A;#N/A;224,61;2350,0052;4904,49;2129,93;#N/A;#N/A;#N/A
2018/12/25 00:00;#N/A;9196,64;#N/A;2122,508;1805,9;7577,904;2762,78;8901,361;3596,95;9682,01;1824,26;9682,01;1824,26;7401,64;#N/A;#N/A;221,06;#N/A;#N/A;2102,76;#N/A;#N/A;#N/A
2018/12/24 00:00;2322,92;9253,76;5907,77;2128,269;1805,9;7577,904;2894,33;8901,361;3596,95;9682,01;1828,71;9682,01;1828,71;7433,27;299,052;2609,33;#N/A;2261,58976;4672,66;#N/A;3747,861;52081,11;418,13
2018/12/21 00:00;2349,82;9298,56;5938,86;2138,255;1819,65;7590,979;2878,05;8946,902;3708,86;9948,97;1860,34;9948,97;1860,34;7564,89;299,942;2620,17;230,65;2329,46507;4802,51;2210,66;3724,232;51430,36;413,94
2018/12/20 00:00;2340,95;9318,26;5930,69;2143,603;1808,51;7561,186;2915,76;8962,252;3749,4;10160,69;1873,19;10160,69;1873,19;7679,71;300,049;2618,62;236,3;2352,62;4903,46;2253,69;3754,949;51347,57;418,93
2018/12/19 00:00;2350,01;9385,15;5977,9;2160,791;1821,62;7625,438;2972,92;9118,138;3796,38;10324,78;1895,15;10324,78;1895,15;7802,78;302,99;2658,88;240,94;2383,631;4981,92;2311,62;3756,724;51569,77;420,3
2018/12/18 00:00;2327,34;9314,1;5921,05;2150,186;1792,68;7545,929;2979,1;9053,78;3851,24;10484,74;1900,12;10484,74;1900,12;7866;301,902;2648,61;242,69;2414,153;5059,34;2321,06;3712,043;51237,08;415
2018/12/17 00:00;2338,72;9384,23;5984,36;2160,928;1801,13;7614,994;2999,89;9096,305;3867,87;10483,1;1916,46;10483,1;1916,46;7890,42;304,782;2670,09;247,78;2419,217;5058,58;2368,13;#N/A;#N/A;#N/A
2018/12/14 00:00;2374,55;9400,69;6047,9;2169,921;1806,9;7663,365;2980,18;9174,969;3945,84;10707,83;1941,23;10707,83;1941,23;8006,35;308,515;2700,76;247,53;2471,359;5165,6;2365,1;3750,918;51560,47;416,47
2018/12/13 00:00;2405,72;9507,82;6076,47;2200,302;1830,35;7738,722;3012,93;9277,1;4022,46;10912,25;1963,25;10912,25;1963,25;8137,04;309,864;2717,51;250,69;2508,887;5265,46;2401,47;3785,87;51744,16;419,77
2018/12/12 00:00;2407,03;9428,72;6077,96;2185,444;1850,82;7768,824;3001,92;9301,917;4011,86;10915,77;1961,39;10915,77;1961,39;8141,97;310,352;2721,75;248,59;2504,789;5265,53;2386,57;3762,329;51598,1;414,96
2018/12/11 00:00;2366,51;9325,99;6013,25;2153,79;1803,91;7601,375;2953,72;9120,069;3996,16;10855,13;1945,56;10855,13;1945,56;8054,43;305,106;2676,92;245,95;2496,642;5237,1;2340,07;3733,957;51187,99;409,15
2018/12/10 00:00;2342,64;9320,05;5937,81;2149,266;1774,46;7511,724;2985,05;9028,508;3994,31;10860,27;1938,62;10860,27;1938,62;8046,67;301,448;2638,37;248,22;2495,034;5238,7;2361,6;3726,543;50434,39;405,51
2018/12/07 00:00;2396,3;9494,48;5987,78;2190,723;1829,89;7710,247;3046,69;9192,019;3985,43;10841,54;1954,45;10841,54;1954,45;8097,72;306,38;2685,43;252,56;2493,993;5229,44;2407,12;3783,511;51037,69;413,24
2018/12/06 00:00;2372,43;9458,31;5922,36;2185,247;1823,41;7639,784;3048,09;9131,492;4062,53;11100,84;1966,82;11100,84;1966,82;8202,32;306,822;2668,56;251,72;2538,465;5353,43;2391,51;3796,119;50806,06;411,71
2018/12/05 00:00;2437,59;9661,91;6114,26;2236,521;1869,52;7857,966;3076,85;9385,868;4069,75;11110,29;1987,79;11110,29;1987,79;8273,74;314,931;2753,47;255,14;#N/A;#N/A;2435,89;3862,404;51709,16;418,77
2018/12/04 00:00;2446,78;9769,53;6203,41;2263,976;1873,24;7967,632;3098,89;9505,586;4069,75;11110,29;1999,97;11110,29;1999,97;8307,72;317,932;2787,4;256,74;2549,991;5359,91;2448,82;3904,913;52234,55;420,63
2018/12/03 00:00;2478,01;9757,96;6238,43;2269,786;1891,9;8011,963;3149,41;9578,257;4170,92;11481;2025,19;11481;2025,19;8511,94;319,32;2806,95;263,05;2623,726;5538,86;2507,99;3889,547;52079,22;418,14
2018/11/30 00:00;2473,32;9530,69;6165,84;2220,226;1908,62;7936,724;3110,15;9447,669;4150,9;11353,43;2017,17;11353,43;2017,17;8407,84;318,62;2779,96;260,7;2604,087;5478,91;2475,92;3827,656;50663,94;409,31
2018/11/29 00:00;2513,92;9574,74;6217,7;2227,66;1927,36;8013,203;3106,53;9507,829;4098,69;11259,09;2005,55;11259,09;2005,55;8380,12;319,408;2783,22;259,47;2579,919;5433,49;2464,07;3909,419;51737,56;417,44
2018/11/28 00:00;2558,66;9507,02;6185,86;2213,383;1923,23;7960,647;3094,21;9382,068;4099,09;11280,72;1997,22;11280,72;1997,22;8357,62;318,554;2777,7;258,89;2579,533;5444,12;2455,45;3896,848;51895,12;415,8
2018/11/27 00:00;2576,71;9410,69;6196,75;2187,495;1930,68;7964,755;3092,5;9395,192;4038,68;11025,78;1984,47;11025,78;1984,47;8234,88;318,218;2776,82;258,75;2536,557;5321,52;2441,25;3874,278;51353,98;412,83
2018/11/26 00:00;2582,04;9387,32;6213,66;2179,455;1947,47;8040,67;3075,07;9449,213;4013,19;10996,67;1979,52;10996,67;1979,52;8230,86;318,502;2783,04;256,62;2530,375;5304,17;2423,48;3882,452;51690,12;412,78
2018/11/23 00:00;2562,96;9342,91;6140,24;2162,82;1922,13;7931,988;3090,1;9339,775;3970,71;10823,71;1962,82;10823,71;1962,82;8131,01;316,994;2749,68;#N/A;2508,484;5222,43;#N/A;3796,447;50697,7;407,21
2018/11/22 00:00;2555,74;9399,96;6146,82;2178,029;1915,36;7990,609;3084,63;9341,598;3988,75;10893,55;1968,06;10893,55;1968,06;8167,47;314,457;2739,76;255,87;#N/A;#N/A;2418,67;3804,849;51187,35;409,14
2018/11/21 00:00;2587,39;9375,15;6217,6;2175,766;1911,44;8018,669;3059,47;9403,583;3988,75;10893,55;1971,1;10893,55;1971,1;8169,56;315,608;2759,02;253,31;2516,391;5256,61;2399,27;3807,552;51318,65;409,51
2018/11/20 00:00;2552,65;9371,95;6127,37;2170,174;1896,55;7931,876;3078,7;9312,304;4004,61;10854,86;1971,9;10854,86;1971,9;8136,84;312,412;2728;254,89;2510,698;5240,23;2413,8;3804,21;51067,78;408,38
2018/11/19 00:00;2564,36;9500,08;6174,09;2205,25;1918,36;8014,959;3090,06;9470,655;4069,78;11052,06;1999,14;11052,06;1999,14;8270,97;314,829;2756,67;254,67;2556,597;5336,7;2431,51;3865,675;52423,53;416,69
2018/11/16 00:00;2566,31;9460,29;6185,54;2200,765;1912,79;8012,735;3072,73;9502,098;4092,19;11243,17;2001,91;11243,17;2001,91;8361,75;318,151;2777,36;254,83;2579,778;5426,86;2419,19;3835,227;52096,04;413,98
2018/11/15 00:00;2565,21;9407,4;6206,82;2188,579;1913,46;8008,439;3082,03;9440,253;4072,59;11217,35;1990,1;11217,35;1990,1;8338,88;317,103;2780,14;256,88;2563,539;5414,43;2433,53;3840,032;52146,04;414,33
2018/11/14 00:00;2624,53;9319,87;6189,72;2160,151;1993,65;8118,86;3065,24;9497,953;4041,67;11093,97;1987,18;11093,97;1987,18;8290,17;322,691;2808,43;256,9;2540,782;5355,94;2436,92;3821,367;51999,45;409,16
2018/11/13 00:00;2627,14;9310,07;6207,29;2155,358;1991,44;8139,18;3055;9532,135;4064,23;11175,91;1994,85;11175,91;1994,85;8335,41;322,412;2826,38;256,16;2549,724;5395,37;2432,76;3844,811;52109,8;414,94
2018/11/12 00:00;2621,59;9350,06;6206,7;2156,188;1948,4;8056,162;3118,13;9446,376;4077,15;11190,99;1995,1;11190,99;1995,1;8343,36;320,22;2805,76;261,63;2550,59;5403,19;2482,49;3838,658;52259,47;415,84
2018/11/09 00:00;2657,55;9433,73;6252,68;2177,963;1987,62;8214,986;3109,85;9617,851;4123,77;11417,64;2012,85;11417,64;2012,85;8484,64;322,689;2831,36;261,2;2577,943;5511,79;2484,01;3923,52;53295,35;427,1
2018/11/08 00:00;2669,09;9588,94;6283,78;2216,677;2012,46;8315,563;3124,44;9702,61;4138,82;11523,88;2020,98;11523,88;2020,98;8563,08;322,955;2841,27;262,18;2588,546;5562;2496,3;3946,653;54064,82;430,38
2018/11/07 00:00;2644,91;9607,58;6257,81;2226,351;1984,57;8283,054;3102,85;9741,552;4136,55;11551,49;2018,26;11551,49;2018,26;8567,52;322,792;2836,91;257,53;2582,857;5573,06;2453,51;3990,5;54700,64;434,96
2018/11/06 00:00;2633,9;9520,91;6190,45;2213,638;1968,59;8164,138;3122,16;9594,762;4072,11;11314,65;1995,23;11314,65;1995,23;8428,52;318,135;2806,74;257,29;2544,855;5457,25;2463,76;3931,129;54450,55;429,36
2018/11/05 00:00;2649,63;9528,31;6245,99;2213,72;1987,69;8196,502;3087,48;9603,437;4050,1;11244,42;1988,54;11244,42;1988,54;8387,1;317,868;2816,2;255,72;2527,69;5422,88;2435,61;3977,579;54915,66;435,01
2018/11/02 00:00;2656,71;9533,77;6237,44;2223,336;1983,79;8148,315;3127,87;9613,531;4009,04;11189,03;1974,74;11189,03;1974,74;8370,57;318,863;2818,33;256,82;2509,658;5392,53;2462,88;3932,266;54271,19;428,1
2018/11/01 00:00;2653,81;9351,64;6255,5;2166,955;1977,91;8181,925;3079,65;9586,015;4030,9;11261,54;1976,76;11261,54;1976,76;8387,49;318,704;2812,76;254,62;2509,042;5426,33;2423,22;3878,901;53578,76;423,25
2018/10/31 00:00;2617,13;9292,7;6266,04;2132,205;1899,93;8070,122;3176;9507,22;3991,57;11136,46;1966,19;11136,46;1966,19;8309,11;316,423;2800,83;260,07;2481,0125;5369,49;2444,11;3804,597;52388,87;416,82
2018/10/30 00:00;2608,15;9122,83;6184,94;2088,42;1882,66;7939,048;3109,5;9380,463;3990,22;11011,45;1959,5;11011,45;1959,5;8206,8;311,71;2752,87;255,89;2481,811;5311,67;2392,66;3747,223;50756,59;410,92
2018/10/29 00:00;2586,93;9118,5;6176,56;2085,018;1881,08;7978,388;3084,33;9389,111;3916,85;10839,54;1943,44;10839,54;1943,44;8117,82;311,918;2753,64;253,37;2428,71;5229,28;2360,14;3751,961;51320,52;414,98
2018/10/26 00:00;2551,25;9089,06;6100,29;2095,625;1840,99;7889,214;3125,15;9298,084;3909,08;10913,02;1933,24;10913,02;1933,24;8143,14;310,796;2729,17;253,86;2420,909;5263,74;2369,64;3677,528;50837,57;403,75
2018/10/25 00:00;2581,6;9191;6157,03;2116,545;1870,68;7960,854;3094,3;9371,833;3953,52;11104,65;1952,7;11104,65;1952,7;8243,26;313,692;2752;254,34;2450,062;5356,54;2376,92;3741,621;51624,86;408,86
2018/10/24 00:00;2567,93;9218,36;6119,75;2125,426;1895,72;7979,538;3167,38;9315,072;3921,05;10900,37;1954,06;10900,37;1954,06;8170,62;313,811;2736,86;261,51;2429,8;5258,61;2452,86;3687,564;50877,34;403,65
2018/10/23 00:00;2563,17;9222,49;6112,93;2142,03;1891,27;8007,82;3180,98;9408,387;4001,13;11250,7;1975,88;11250,7;1975,88;8356,33;313,323;2742,79;259,8;2476,4;5426,08;2450,87;3678,61;51168,5;402,12
2018/10/22 00:00;2580,08;9399,54;6189,9;2191,796;1903,98;8104,874;3241,92;9573,706;4018,35;11310,92;1985,95;11310,92;1985,95;8436,39;315,782;2786,74;267,9;2488,492;5455,88;2517,07;3738,495;52204,16;410,33
2018/10/19 00:00;2584,37;9327,18;6196,05;2166,381;1916,39;8157,203;3243,54;9637,13;4038,86;11358,51;1996,42;11358,51;1996,42;8472,82;316,71;2795,72;267,23;2500,29;5479,3;2513,41;3723,735;52092,98;407,81
2018/10/18 00:00;2585,67;9325,07;6176,01;2165,119;1927,98;8142,919;3274,17;9642,764;4030,15;11366,32;1987,38;11366,32;1987,38;8481,35;316,719;2797,13;268,62;2495,378;5481,13;2530,92;3720,666;52132,6;409,93
2018/10/17 00:00;2594,36;9409,87;6198,89;2193,666;1937,83;8206,869;3294,99;9728,712;4060,47;11532,99;1996,08;11532,99;1996,08;8583,49;317,988;2811,86;268,53;2515,194;5560,62;2544,62;3740,541;52391,02;413,17
2018/10/16 00:00;2610,4;9398,51;6203,11;2195,724;1955,3;8262,945;3254,1;9816,277;4052,81;11538,1;1999,12;11538,1;1999,12;8590,29;321,171;2822,62;264,02;2517,115;5561,8;2506,09;3794,291;53241,35;417,28
2018/10/15 00:00;2583,56;9286,85;6176,59;2166,747;1936,44;8187,088;3227,24;9657,4;3989,19;11294,25;1973,72;11294,25;1973,72;8441,85;315,509;2784,26;262,06;2480,693;5444,61;2487,57;3715,482;52466,98;409,21
2018/10/12 00:00;2583,06;9383,33;6147,32;2185,524;1927,74;8163,665;3261,94;9615,988;3999,33;11359,22;1972,71;11359,22;1972,71;8475,89;314,935;2777,62;265,07;2480,603;5476,83;2527,66;3798,473;53473,11;415,36
2018/10/11 00:00;2573,83;9191,26;6157;2128,671;1924,55;8211,104;3256,8;9625,175;3964,03;11197,89;1967,45;11197,89;1967,45;8399,42;315,672;2782,58;267,48;2463,743;5399,54;2526,8;3721,154;52229,33;407,84
2018/10/10 00:00;2616,93;9535,03;6272,01;2197,332;1965,35;8357,168;3341,43;9794,428;4074,86;11431,64;2019,6;11431,64;2019,6;8580,01;321,47;2840,92;275,21;2526,972;5512,94;2618,82;3789,327;52813,37;416,93
2018/10/09 00:00;2625,82;9558,53;6352,63;2215,846;1946,15;8386,883;3325,07;9920,261;4170,53;11819,78;2040,95;11819,78;2040,95;8782,55;326,592;2887,95;273,2;2590,38;5700,23;2614,76;3841;54187,82;423,15
2018/10/08 00:00;2627,13;9544,91;6348,89;2219,159;1943,88;8364,005;3377,19;9903,997;4183,01;11834,69;2043,23;11834,69;2043,23;8801,72;326,674;2877,91;#N/A;2615,713;5706,66;#N/A;3851,843;54219,2;421,97
2018/10/05 00:00;2654,85;9591,73;6423,68;2230,676;1964,06;8467,447;3358,49;10048,221;4165,08;11844,42;2045,53;11844,42;2045,53;8833,8;329,683;2911,22;277,54;2605,663;5708,9;2661,56;3844,948;54409,47;421,27
2018/10/04 00:00;2660,4;9662,87;6511,28;2252,036;1972,56;8551,469;3377,06;10142,103;4177,52;11913,64;2051,78;11913,64;2051,78;8891,22;330,197;2934,09;277,41;2608,917;5740,56;2674,24;3878,664;55030,6;425,26
2018/10/03 00:00;2688,04;9869,02;6585,54;2306,983;1977,48;8630,272;3360,29;10273,498;4190,05;12013,96;2062,47;12013,96;2062,47;8964,14;335,704;2964,64;277,15;2621,552;5786,48;2676,54;3904,885;55171,5;428,99
2018/10/02 00:00;2674,39;9855;6554,21;2302,852;1952,88;8575,565;3416,13;10248,196;4195,33;12003,71;2061,15;12003,71;2061,15;8964,1;334,242;2948,23;278,9;2636,174;5782,37;2708,16;3926,791;55472,57;429,11
2018/10/01 00:00;2684,15;9999,06;6572,73;2332,019;1976,75;8639,16;3390,95;10325,531;4171,79;12008,7;2061,97;12008,7;2061,97;8982,65;335,924;2963,98;278,1;2633,331;5784,45;2699,15;3976,035;55789,75;431,75
2018/09/28 00:00;2700,15;10002,46;6585,47;2335,379;2004,98;8654,536;3392,88;10329,088;4156,19;11967,3;2059,48;11967,3;2059,48;8965,29;334,063;2957,8;279,23;2623,34;5763,42;2698,09;3992,164;55708,47;431,73
2018/09/27 00:00;2719,05;9994,61;6616,38;2342,281;2040,35;8746,248;3364,25;10483,17;4147,93;11967,41;2064,07;11967,41;2064,07;8984,31;333,641;2981,71;277,1;2619,225;5763,22;2672,65;4035,466;55988,57;434,14
2018/09/26 00:00;2720,88;9892,04;6586,09;2329,59;2039,26;8751,282;3394,16;10510,178;4145,79;11932,4;2064,82;11932,4;2064,82;8985,26;331,344;2969,44;280,47;2624,333;5746,27;2704,66;4028,648;56570,15;434,11
2018/09/25 00:00;2725,93;9880,8;6582,65;2319,936;2037,21;8733,246;3396,58;10520,167;4157,8;11973,25;2065,85;11973,25;2065,85;8999,01;329,225;2962,09;279,12;2633,857;5765,25;2684,63;4018,695;56882,75;433,48
2018/09/24 00:00;2729,93;9889,07;6539,56;2321,151;2026,17;8657,436;3374,02;10490,869;4181,16;11984,73;2068,73;11984,73;2068,73;8993,36;326,815;2945,64;#N/A;2643,66;5772,36;#N/A;#N/A;#N/A;#N/A
2018/09/21 00:00;2739,88;9927,36;6567,45;2341,182;2029,64;8664,65;3374,02;10532,187;4212,16;12025,6;2080,23;12025,6;2080,23;9021,72;328,949;2961,81;276,43;2669,813;5792,72;2657,5;4050,184;57164,25;432,84
2018/09/20 00:00;2722,25;9750,76;6459,69;2308,842;2036,17;8621,683;3332,61;10470,245;4193,73;12031,83;2068,91;12031,83;2068,91;9003,77;328,513;2946,62;273,88;2666,103;5794,72;2633,3;3997,78;56546,8;428,23
2018/09/19 00:00;2713,09;9729,29;6427,65;2295,74;2012,9;8512,857;3341,82;10316,337;4155,72;11937,6;2050,33;11937,6;2050,33;8929,82;327,076;2924,73;273,52;2647,094;5749,39;2630,45;4028,955;56445,57;429,73
